UserID,UTC_Timestamp,SA_Timestamp,View_Year,View_Month,View_Month_Num,View_Day,View_Day_Num,Channel,Duration_Start,Duration_Minutes,Age,Age_Group,Gender,Race,Province,Day_classification
2092152,2016-03-31T06:24:00.000Z,2016-03-31T08:24:00.000Z,2016,Mar,3,Thu,5,Boomerang,1899-12-31T00:00:00.000Z,42459,23,18-24,female,white,Gauteng,Weekday
2091280,2016-03-31T06:10:00.000Z,2016-03-31T08:10:00.000Z,2016,Mar,3,Thu,5,Channel O,1899-12-31T00:07:21.000Z,42459,22,18-24,male,black,Gauteng,Weekday
892979,2016-03-31T06:08:00.000Z,2016-03-31T08:08:00.000Z,2016,Mar,3,Thu,5,Boomerang,1899-12-31T00:39:10.000Z,42459,48,45-54,male,black,Gauteng,Weekday
931362,2016-03-31T06:05:00.000Z,2016-03-31T08:05:00.000Z,2016,Mar,3,Thu,5,Vuzu,1899-12-31T00:00:00.000Z,42459,29,25-34,male,indian_asian,Limpopo,Weekday
931362,2016-03-31T05:58:00.000Z,2016-03-31T07:58:00.000Z,2016,Mar,3,Thu,5,SuperSport Blitz,1899-12-31T00:00:08.000Z,42459,29,25-34,male,indian_asian,Limpopo,Weekday
931362,2016-03-31T05:57:00.000Z,2016-03-31T07:57:00.000Z,2016,Mar,3,Thu,5,SuperSport Blitz,1899-12-31T00:00:06.000Z,42459,29,25-34,male,indian_asian,Limpopo,Weekday
2092152,2016-03-31T05:12:00.000Z,2016-03-31T07:12:00.000Z,2016,Mar,3,Thu,5,SawSee,1899-12-31T00:01:38.000Z,42459,23,18-24,female,white,Gauteng,Weekday
931139,2016-03-31T04:22:00.000Z,2016-03-31T06:22:00.000Z,2016,Mar,3,Thu,5,SuperSport Blitz,1899-12-31T00:00:38.000Z,42459,25,25-34,male,coloured,Gauteng,Weekday
2205521,2016-03-31T04:12:00.000Z,2016-03-31T06:12:00.000Z,2016,Mar,3,Thu,5,Boomerang,1899-12-31T00:00:23.000Z,42459,31,25-34,male,black,Eastern Cape,Weekday
2415093,2016-03-31T04:10:00.000Z,2016-03-31T06:10:00.000Z,2016,Mar,3,Thu,5,Trace TV,1899-12-31T01:32:36.000Z,42459,34,25-34,male,black,Western Cape,Weekday
2092152,2016-03-31T04:00:00.000Z,2016-03-31T06:00:00.000Z,2016,Mar,3,Thu,5,Channel O,1899-12-31T00:05:54.000Z,42459,23,18-24,female,white,Gauteng,Weekday
941303,2016-03-31T03:30:00.000Z,2016-03-31T05:30:00.000Z,2016,Mar,3,Thu,5,Channel O,1899-12-31T00:04:18.000Z,42459,36,35-44,male,black,Eastern Cape,Weekday
809617,2016-03-31T03:07:00.000Z,2016-03-31T05:07:00.000Z,2016,Mar,3,Thu,5,CNN,1899-12-31T00:08:29.000Z,42459,56,55+,male,black,Mpumalanga,Weekday
170792,2016-03-31T02:36:00.000Z,2016-03-31T04:36:00.000Z,2016,Mar,3,Thu,5,Channel O,1899-12-31T00:27:30.000Z,42459,31,25-34,male,black,Gauteng,Weekday
2415093,2016-03-31T01:33:00.000Z,2016-03-31T03:33:00.000Z,2016,Mar,3,Thu,5,CNN,1899-12-31T01:02:40.000Z,42459,34,25-34,male,black,Western Cape,Weekday
